iter	Logloss
0	0.5114502907
1	0.4102291266
2	0.3043231434
3	0.2717541059
4	0.2305385537
5	0.2124304507
6	0.1915373802
7	0.1608177556
8	0.1370397806
9	0.1311074495
10	0.1154271497
11	0.1056689024
12	0.09841843446
13	0.08499675327
14	0.08121684525
15	0.07697806093
16	0.0650375949
17	0.06097768413
18	0.05606220828
19	0.05321684149
20	0.04815404945
21	0.04238475694
22	0.04051882029
23	0.03775501913
24	0.03547063801
25	0.03420795335
26	0.03088112341
27	0.02824199862
28	0.02740848396
29	0.02532487114
30	0.02351052562
31	0.02241263456
32	0.02186618249
33	0.02137573891
34	0.02005220122
35	0.01920657853
36	0.0180222508
37	0.01765524844
38	0.0173204177
39	0.01633155677
40	0.01604378058
41	0.01519356006
42	0.01494497061
43	0.01443987423
44	0.01421476073
45	0.01353961312
46	0.01334296581
47	0.01275067114
48	0.01257355014
49	0.01240773665
50	0.01204155054
51	0.01188685497
52	0.01139952987
53	0.01126452618
54	0.01083456311
55	0.01070997781
56	0.01031380312
57	0.01020157999
58	0.009939816263
59	0.009834380613
60	0.009499800702
61	0.009402979579
62	0.009098192056
63	0.009008947346
64	0.008924472663
65	0.008716584908
66	0.008636867834
67	0.008429272307
68	0.008354244133
69	0.008172646993
70	0.008100299372
71	0.007919164168
72	0.007851508756
73	0.007621647583
74	0.007469917337
75	0.007407560945
76	0.00734840499
77	0.007157497936
78	0.007102016773
79	0.007049050596
80	0.006916092088
81	0.006864558078
82	0.006732554071
83	0.006682147582
84	0.006562446555
85	0.006515229742
86	0.006395322995
87	0.006348786255
88	0.006305597723
89	0.006199412876
90	0.006158512914
91	0.006048279504
92	0.006009470671
93	0.005909259535
94	0.005871485505
95	0.005773482637
96	0.005736004561
97	0.005648889475
98	0.005612785618
99	0.005488649839
100	0.005454505483
101	0.005374538402
102	0.00534196198
103	0.00531015214
104	0.005229160604
105	0.005199090888
106	0.005125298268
107	0.005095841156
108	0.005020628373
109	0.004992341002
110	0.004924116035
111	0.004896687965
112	0.004799641255
113	0.004774692158
114	0.004711565872
115	0.004686617189
116	0.004661696653
117	0.004597346816
118	0.004573725992
119	0.004515734812
120	0.004493267172
121	0.00443331235
122	0.004411417577
123	0.004357103672
124	0.004335517685
125	0.004315019482
126	0.004259513484
127	0.004239247905
128	0.004188998706
129	0.004168966992
130	0.004118074146
131	0.004098134736
132	0.004051397244
133	0.004033242249
134	0.003965504054
135	0.003948024578
136	0.003903999097
137	0.003886540317
138	0.003870345238
139	0.003827929497
140	0.003784249226
141	0.003767998268
142	0.003751917846
143	0.003710161481
144	0.003694297539
145	0.003656706048
146	0.003641173244
147	0.003585930914
148	0.003571841452
149	0.003535977254
150	0.003521698631
151	0.003474856416
152	0.003461220612
153	0.003447827366
154	0.003413951231
155	0.003401097117
156	0.003366876807
157	0.003353626364
158	0.003320760404
159	0.003307486574
160	0.003275738822
161	0.003263591892
162	0.003251064983
163	0.003221978537
164	0.003209313999
165	0.003177734092
166	0.003166094629
167	0.003124561368
168	0.003113811008
169	0.003086711797
170	0.003075680592
171	0.00306470361
172	0.003038038189
173	0.003008214343
174	0.00299821794
175	0.002988524735
176	0.002961880217
177	0.002952137341
178	0.002926043338
179	0.002915987124
180	0.002906313373
181	0.002882710141
182	0.002872835845
183	0.002848357376
184	0.002839024696
185	0.002816386935
186	0.002807362626
187	0.002783772225
188	0.002774837116
189	0.002742286151
190	0.002721208458
191	0.002712220367
192	0.002703427855
193	0.002695105556
194	0.00267496167
195	0.002666221311
196	0.002644773987
197	0.002636811593
198	0.002617144336
199	0.002609162281
200	0.002588751829
201	0.002580238299
202	0.002573150521
203	0.002554162923
204	0.00254655381
205	0.002526852406
206	0.002519548767
207	0.002500858572
208	0.002494375118
209	0.002467530055
210	0.002460292851
211	0.002443095048
212	0.002435752087
213	0.002417980797
214	0.002410717929
215	0.002404187702
216	0.002387495918
217	0.002380988664
218	0.002363786515
219	0.002357207653
220	0.002340948416
221	0.002334831282
222	0.00232856969
223	0.002313073311
224	0.002296123861
225	0.002290499707
226	0.002284368293
227	0.002268299667
228	0.00226218212
229	0.002247313658
230	0.002241621829
231	0.002219756651
232	0.002213986591
233	0.002199647534
234	0.002194104302
235	0.002188779828
236	0.002174310179
237	0.002169202599
238	0.002154617674
239	0.002149537827
240	0.002134742422
241	0.002129586207
242	0.002116175989
243	0.00211121411
244	0.002106314318
245	0.00209327456
246	0.002088108824
247	0.00207474538
248	0.00206924354
249	0.002050935187
250	0.002045675284
251	0.002034352885
252	0.002029217366
253	0.002016497776
254	0.002011939883
255	0.002000215567
256	0.001995010922
257	0.001990365692
258	0.001979475841
259	0.001974990798
260	0.00196225548
261	0.001957984848
262	0.001941700776
263	0.001937618686
264	0.001926679785
265	0.00192162974
266	0.001907157194
267	0.001903017362
268	0.001899368233
269	0.001887882749
270	0.001884530816
271	0.001873407927
272	0.00186894834
273	0.001858938278
274	0.00185514614
275	0.001844150118
276	0.001840324038
277	0.001836560253
278	0.001826550812
279	0.001822811448
280	0.001812708047
281	0.001808684733
282	0.001799405656
283	0.001795708512
284	0.001781527367
285	0.00177815867
286	0.001768979347
287	0.001765227773
288	0.001761581335
289	0.001751777406
290	0.001748356554
291	0.001739254842
292	0.001735702778
293	0.001726490032
294	0.001722940761
295	0.001714985818
296	0.001711475973
297	0.001708333484
298	0.001699044887
299	0.001695584506
300	0.001687263346
301	0.001683968223
302	0.001672325345
303	0.001668051299
304	0.001659676122
305	0.001656289212
306	0.001647991335
307	0.001644644162
308	0.001637233628
309	0.001633815467
310	0.001631223597
311	0.001622575128
312	0.001619530324
313	0.001611923178
314	0.001609177432
315	0.001605332726
316	0.001598197656
317	0.00159505258
318	0.001586482343
319	0.001583864912
320	0.001576732016
321	0.001573518746
322	0.001566274402
323	0.001563720612
324	0.001560492131
325	0.001553507108
326	0.00155064029
327	0.001543328166
328	0.001541122173
329	0.001533651207
330	0.001530868726
331	0.001523358437
332	0.001520960799
333	0.001510119893
334	0.001507436029
335	0.001500352596
336	0.00149754083
337	0.001494782459
338	0.00148876922
339	0.001486345712
340	0.001479317952
341	0.001476853465
342	0.001470434583
343	0.00146728961
344	0.001458610201
345	0.001455768115
346	0.001447644913
347	0.001445102402
348	0.001442531331
349	0.001436135732
350	0.001434064367
351	0.00142817489
352	0.001425529313
353	0.00141935899
354	0.001417203082
355	0.001411145139
356	0.001408513428
357	0.001402952398
358	0.001400341383
359	0.001398003246
360	0.001392274681
361	0.001390073241
362	0.001384468542
363	0.001382328777
364	0.001374022
365	0.001371911416
366	0.001366194338
367	0.001363650999
368	0.001361232872
369	0.001356014568
370	0.001354103287
371	0.00134811985
372	0.001346206086
373	0.001340850049
374	0.001338342619
375	0.001333168604
376	0.00133143117
377	0.00132895468
378	0.001324119253
379	0.001321757937
380	0.001316300386
381	0.001314401834
382	0.001306875505
383	0.001304872437
384	0.001299967989
385	0.001297706221
386	0.001291224733
387	0.001288784461
388	0.001287269923
389	0.001282344469
390	0.001280660638
391	0.001275061009
392	0.001273430677
393	0.001268298883
394	0.001266655823
395	0.001261776934
396	0.001259394714
397	0.001257791391
398	0.001252872869
399	0.001251297589
